comment,labels
giày cực vừa vs ôm chân vừa size k trượt phát nào. lên đồ nhìn rất đẹp vs gọn! mua đôi thứ 2 của Bitis hunter vs đôi này đang mang rất êm sướng nhẹ như không vậy :D Cực kỳ hài lòng!!,2.0
" Còn về chất lượng thì ko còn gì phải chê  luôn, mình cho 5 sao. Mong tiki giúp đỡ!!!!  ",2.0
tiki giao hàng nhanh ,2.0
noi chung là chất lượng và phục vụ tốt. khách hàng chúng tôi chỉ mong những sản phẩm ko vừa có thể cho khách hàng chúng tôi được đổi sze thoi. mong tiki phục vụ tốt hơn. ,1.0
Bitis ko bao giờ làm mình thất vọng. Càng ngày mẫu mã càng đẹp và chấp lượng thì miễn nói rồi ha. Bitis luôn nổi tiếng bền tử xưa đến giờ.   ,2.0
"đúng size , đúng mẫu . good ! nhưng giao hàng còn chậm , bù lại được cái a giao hàng nhiệt tình . Hàng Chuẩn !",2.0
Đánh giá 4* là vì GIÁ RẺ + NGOẠI HÌNH ĐẸP(Bỏ qua chất lượng) Ngoại hình đẹp nhưng chất lượng bước đi nên xem xét lại...,1.0
Sản phẩm rất Giống hình. Đẹp bền mang êm. Giày trắng sợ đi mau dở thôi. rất  hài lòng luôn  ,2.0
"Giày rất tốt ,còn đẹp hơn cả trong hình , giao hàng nhanh hơn trước thời gian dự kiến, hộp hàng ko bị dập nát , nói chung là mình vô cùng hài lòng!",2.0
"Giao hàng nhanh, giầy đẹp mang êm chân, chất lượng thì phải mang rồi mới biết đc. Cảm ơn shop, cảm ơn Tiki và cả shipper nữa nhé  ",2.0
"Size giày to hơn bình thường 1 size., phần vải khá mỏng. Tạm chấp nhận được. Mong tiki cải thiện hơn nữa về size giày và chất lượng sp. Thân! Tạm được",1.0
"Giày form khá đẹp, keo dán giữa đế và vải khá kỹ, 139k mua cũng đc Khá ổn",2.0
Tuyệt vời! Hàng cực kỳ chất lượng. Mn nên chọn đôi này đi vào mùa hè thì hết ý  ,2.0
"giao hàng nhanh, giầy giao đũng cỡ ...đẹp.....nói chung là 0k:))))mn nên tin tưởng và ủng hộ shop.... khá ổn",2.0
Nhung síp bơ kg tôn trong khách hàng mong tiki xem lại hộ nhé nếu còn lần sau thì bên em kg dám đặt hàng bên đấy nữa đâu Hàng tiki rất tốt,1.0
Hàng đẹp phù hợp với giá tiền . Đóng gói cẩn thận nói chung là OK Tốt,2.0
giày đẹp ik hình nhé...tôi vừa lòng giao đúng size  ,2.0
Sản phẩm như hình. Hàng đẹp. Giá thành hợp túi tiền. Shop gói hàng cẩn thận. Xứng đáng 5 sao  ,2.0
-y chang trong hình... đúng sire... tặng 5 sao cho tiki nhé ... yêu. 😘  ,2.0
"Hàng nhận được y hình, đóng gói cẩn thận, giao hàng nhanh, ủng hộ shop tiếp. Rất tốt",2.0
mũi hơi bè so với hình mô tả ,1.0
giày đẹp. đi nhẹ  ,2.0
sản phẩm rất tốt..giá hợp lý đôi giày đc gói đẹp mắt  ,2.0
ok lắm mọi người ah! giày đẹp  ,2.0
tốt trên cả mong đợi.cảm ơn nhiều lắm  ,2.0
Giày rất đẹp nha :))  ,2.0
Tốt đẹp hihi cảm ơn  ad nha  ,2.0
Rất bày lòng  ,2.0
đẹp vừa ý  ,2.0
"Hàng rất đẹp y như hình mô tả , mềm mại , nhưng nghe giỡi thiệu là có hộp sao kg thấy . Và TIKI giao hàng đợt này  chậm ",1.0
"giày đi êm, giá cũng phù hợp, sẽ còn ửng hộ shop, đánh giá 5sao giá tiền phù hợp với chất lượng",2.0
Giày đẹp. Nhà cung cấp nên cai tien miếng lót giày vì quá mỏng ,1.0
"Độ bền chưa biết. Nhưng mẫu mã đẹp, giá vừa phải ",2.0
"Sản phẩm tốt như hình, giá phù hợp.  ",2.0
chưa nhận được sản phẩm giày  ,1.0
giao hàng nhanh đóng gói cấ thận  ,2.0
"sản phẩm đẹp, cho 5 sao, xem có bền ko.  ",2.0
hàng ok trong tầm giá dưới 200k ,2.0
Tuyệt vời  ,2.0
"Em trả hình đây, giao nhanh, Hàng mua trên Tiki rất uy tín , ban đầu mang vào thấy êm chân và vừa size, form có vẻ rất hợp với mình, nói chung khá là ưng ý nha sốp Giống hình, Rất hài lòng",2.0
"nhanh gọn, hàng như hình, chưa trải nghiệm nhưng cho 5 sao vì dịch vụ  ",2.0
đế giày hơi mềm nhưng mang cũng rất ok  ,2.0
"sản phẩm đúng với mô tả, giao hàng đúng hẹn.  ",2.0
"giày rất đẹp, giao lại nhanh nữa  ",2.0
Sản phẩm rất tốt  ,2.0
San pham ok ,2.0
em gửi lại hàng.. mua 42 giờ 40 ko vừa ơn  ,1.0
shop đưa cho mình hai chiếc phải r sao mang ,1.0
Cháu ở nhà mang cũng khá  ạ se ung ho lan sau Mẫu mã như hình,2.0
"Đóng gói rất cẩn thận, sản phẩm đúng kích cỡ, đi rất vừa chân, êm, còn chất lượng thì sử dụng mới biết, rất ưng ý sản phẩm. Giáo hàng hơi chậm... ",1.0
"Hình thức đẹp trông khỏe ,chưa sử dung chưa biết chất lượng. Đóng gói vc tổt giao hành nhanh hơn dự kiến ",2.0
"Sản phẩm đúng mô tả, size và màu đã đặt, mang vừa chân. Giao sớm hơn dự kiến và nhân viên giao hàng cũng khá thân thiện.  ",2.0
"đã nhận được  sản phẩm đặt hàng. kiểu dáng đẹp,  đúng như mô tả. Đi ôm chân,  vận động dễ dàng",2.0
Đi rất êm chân tuyệt vời. Đẹp đi em chân,2.0
"mong khắc phục lại phần ""KEO NÉP GIÀY DÁN KHÔNG CHẮC, DỄ BONG TRÓC RA"" .Mang thỏa mái. thấy oki nên ủg hộ 2 đôi. ",1.0
"Giày đi ôm chân, màu trắng tinh khôi đẹp. Không được êm chân lắm, phù hợp nếu đi lại ít",1.0
"Giày mang vừa, nhận hàng sớm hơn mong đợi, đúng màu và size. Nhân viên giao hàng thái đội rất tốt. ",2.0
"hàng đẹp, ok cho 5sao nhé  ",2.0
Mình đi size 41 vẫn thoải mái mà sao size 41 này chật thế nhỉ ,1.0
mọi thứ rất ổn. tôi khá hài lòng về sản phẩm  ,2.0
mình đã nhận được sản phẩm. chất lượng tốt. tuy nhiên sản phẩm không giống như hình cho lắm. ,1.0
Cũng đẹp có điều mang vào thì dễ tháo ra thì mệt quá nhưng hàng đẹp. 5 sao  ,2.0
Quá đệp ❤️  ,2.0
Hàng ok đúng chất lượng màu của giầy. Nhưng giầy hơi to ,1.0
"Đẹp , chất lượng ok  ",2.0
hàng đẹp ,2.0
"Rất  với giày của shop! mẫu giống hình, lại giao hàng nhanh nữa! Tầm tiền này mà có đôi giay rất ưng! Sẽ ủng hộ shop thời gian tới nhé! Lại còn tặng cả vòng :) Rất hài lòng",2.0
Giày rất vừa chân shop ạ! giao hàng nhanh vs gói kĩ nữa. sẽ ủng hộ shop thời gian tới! ưng nhất là còn tặng vòng nữa chứ! 😊 5 sao shop nhé!,2.0
Giao hàng nhanh quá hơi bất ngờ! 5* thôi nhé shop Giao hàng nhanh quá,2.0
Giá khá tốt mà được đôi giày khá vừa ý! đi vừa chân mà khá êm! Nói chung là 5*!,2.0
Đi vào rất ưng . hàng dày dặn chắc chắn. quá rẻ so với tầm tiền . Có quả thư cám ơn tốt quá shop à  ,2.0
"Giày đẹp chắc chắn ý hình, ưng nhất quả đế giày chất lừ",2.0
"mình rất  hài lòng về đôi giày, nó đẹp y chang như hình treo trên app  ",2.0
"Đóng gói cẩn thận, đúng mẫu.  ",2.0
hàng cực đẹp chuẩn quá nhưng giao hàng hơi chậm  ,1.0
"Rất ưng ý nha. Cảm ơn shop, đóng gói rất cẩn thận, giày bóng đẹp đi êm chân, quá tốt với giá 260k  ",2.0
mình muốn đổi cỡ to hơn k dc vậy bạn ? xin đổi hàng,2.0
"Hàng đúng như hình, đẹp, còn bền thì chưa mang chưa biết  ",2.0
Rất ưng ý.đúng như quảng cáo đi vừa vặn ôm chân.mk rất thích .đóng gói  cẩn thận .giao hàng thân thiện  ,2.0
san pham dung duoc gia ca so voi cac ung dung khac de hon duoc xem hang truoc neu ko vua thi khong lay ma dat mua doi khac vua hon  ,1.0
giao hàng k đúng tên hãng như trong giới thiệu nha.  lm ăn v là lừa ng á.  nhưng nhin tong quan thì thấy cũng ok.  gọn nhẹ ,1.0
"Thấy  hài lòng về sản phẩm, sản phẩm được gói chất lượng, chất liệu mềm mại  ",2.0
"Đã nhận hàng, nhưng không vừa lắm. Không biết mình được đổi size không shop. Giày đẹp",2.0
đẹp mẫu mã đóng gói cẩn thận lần sau ủng hộ giao hàng hơi lâu 1 tý  ,1.0
"hàng đẹp đúng mẫu, êm chân, nhưng đề nghị ra sile  to hơn.  ",2.0
cám ơn shop hàng đẹp lắm đi em chân,2.0
"Đẹp, chất lượng,   ",2.0
giày đẹp  ,2.0
"Giày da mềm, vừa vặn. Tương đối giống hình. Dậy buộc hơi thô và khô. Nhìn chung sản phẩm hợp với giá thành. Giày đẹp, giá hợp lý",1.0
về thơi trang thì rất đẹp   còn độ bền thì chưa thử nên e chưa viết nx đc nhé  ,2.0
"Cơ bản giống hình (giống 80%). Nhìn hình bóng, đen. Nhưng thực tế ko bóng và đen như vậy ",1.0
Shop ơi giày đẹp lắm mà thèn em của mình mang không vừa có thể đổi size khác giúp mình k Giày nam,2.0
Đáng nhẽ cho 5 sao nhưng tiki bắt viết đủ 33 kí tự nên cho 4 sao thôi ,1.0
keo ko đc chắc dễ bung .............................. ổn,1.0
giao hàng nhanh.chất lượng tốt. mọi người nên mua giá phù hợp.  ,2.0
Mình vẫn đi vừa cỡ 39 mà giày này đi bị rộng ,1.0
ok.sp giôngs như quảng cáo giống hêt  ,2.0
TiKi giao hàng đúng hẹn nhiệt tình. Có một chút khác biệt với hình ảnh quảng cáo là da bóng nhưng không phải vậy và phần da bên trong có màu đỏ.  ,2.0
"Tôi đã nhận được hàng đúng hẹn, giày đóng cẩn thận và đẹp. Nhưng size 38 bị chật tôi muốn đổi tăng lên size 39. Bây giờ phải làm thủ tục như nào vậy? ",2.0
"Giao hàng nhanh, đúng mẫu mã như hình, mặc dù ở ngoài ko sang chảnh bằng quảng cáo. Mang êm chân, giá 3xx khá ổn ",2.0
"Giày chuẩn chỉ, được gói cẩn thận ( Gói kỹ quá nên mở mấy lớp mới tới giày :). Tiki giao nhanh thật. Nói chung rất hài lòng .... shop thân thiện",2.0
"hàng đẹp, các bạn nên mua lớn hơn size so với chân của mình.  ",2.0
"So tốt, mẫu mã giống đơn đặt hàng, giao hàng nhanh Good",2.0
đúng như nhũng gì mình mong đợi.sp chất lượng rất tốt  ,2.0
"Tạm, ko biết bền ko nữa  ",1.0
"Đi rất thích, bị dính mưa cũng khô rất nhanh nên ít sợ bị hôi chân. ",2.0
"Sản phẩm được gói kĩ, hộp không bị móp. Chất lượng khá tốt, chưa mang nhiều nên cũng chưa đánh giá nhiều được. Sản phẩm tốt",2.0
"Mình vừa nhận hàng, dép bị hở keo như này thì shop xử lý sao ạ? ",1.0
"Giày ok, khá chắc chắn mang rất đầm chân.Sẽ ủng hộ shop lần 2 ❤️  ",2.0
"Giày sandal chất lượng, mức giá lại phù. High recommend cho hàng Việt Nam  ",2.0
"Sàn phâm đẹp mang vừa chân, )))))))))))))))))))))) Ok",2.0
Đẹp nhưng khi mang bị bó ngón chân út . Dù đã nới lỏng . ,1.0
Hàng đẹp giao hơi lâu chút nhưng có vẻ ko bền cho lắm nhưng tạm thời đá thì rất tốt ko bền ,1.0
giao  hag đug mẫu ..giày đẹp ,2.0
"mẫu đẹp, giá rẻ nhưng chưa sử dụng nên ko rõ như thế nào. Nói chung tầm giá ok  ",2.0
giày cx có 1 số chỗ bị dính keo nhưng không đáng kể giầy đẹp đúng như hình ,1.0
e nhận hàng r ok lắm ạ.mà đặt size 41 bị rộng r e có đổi lại đc k ạ  ,2.0
"giày đẹp, vừa chân, tốt lắm, nên mua nha mọi người  ",2.0
"Giày đẹp, giống hình, giao hàng thì rất nhanh  ",2.0
"đôi giày rất đẹp, đi êm chân. cám ơn shop rất nhiều  ",2.0
Sản phẩm đẹp ,2.0
đẹp các bạn ạ  ,2.0
Tuyệt ok  ,2.0
"Hàng đẹp, mang đi tập thể dục mỗi chiều cảm giác êm thoải mái hơn đi dép  ",2.0
"hàng giao đúng hẹn, màu cung OK lắm, mình luôn ủng hộ shop  ",2.0
"Sản phẩm tốt, tôi   ",2.0
"Giày đẹp so với giá, mang nhẹ.  ",2.0
san pham ok.  ,2.0
giày rất đẹp ạ. nhận hàng lên chân ưng luông. có mẫu mới nhớ đăng lên nhé. còn ủn hộ dài dài.  ,2.0
quá tuyệt. mình sẽ ủng hộ tiếp. hình ảnh đúng thực tế. đi rất êm. đáng đồng tiền bát gạo  ,2.0
Thích hợp cho mấy bạn trẻ chứ mình mua về ko hợp nên nỏ ko mang luôn  ,2.0
"mình hoàn toàn  hài lòng về sản phẩm, giao hàng nhanh hơn dự kiến ",2.0
Dơ khó lam trắng lai ae oi  ,0.0
"quai dù rất đẹp và chắc , mang vừa chân 42  ",2.0
"tiki giao hàng sớm hơn dự kiến rất thik, sản phẩm rất đẹp và không hư hại gì. Nói chung là rất  hài lòng về dịch vụ  ",2.0
"đế dép hơi mỏng,đi cũng khá êm chân,tầm giá đó thì cũng chấp nhận được ",2.0
Mình đã nhận được. Đúng như tiêu chuẩn hàng niêm yết & nhân viên giao hàng rất hoà nhã Tiki giao hàng ok lắm,2.0
"giày đẹp giống trong hình , chưa mang ko biết như vậy nào , giao hàng nhanh ,cảm ơn TIKI  ",2.0
Sản phẩm nhìn chung rất ok và hợp với giá tiền học sinh  ,2.0
 Giày đẹp!,2.0
đã nhận được hàng.shop giao nhanh và đúng mẫu mua. ,2.0
"Giày đẹp ôm chân, form chuẩn , giá rẻ so với chỗ khác. rất hài lòng về chất lượng sản phẩm. Sản phẩm đẹp như ảnh đăng",2.0
"Sản phẩm ko quá chất như hình quảng cáo nhưng đi khá đẹp,thoải mái giá hợp lí nha ",2.0
"tuyệt vời, mua cả 3 đôi đều đẹp, vừa chân, mọi người mua đi  ",2.0
"Shop giao hàng  đúng thời gian, đúng mẫu giao ,hàng tận tình . Tóm lạ là ok👌 👌 👌  ",2.0
giầy đẹp .đeo cực thích thoải mái from chuẩn ,2.0
hàng như hình ảnh còn tốt không sau này sử dụng mới biết được ,2.0
"phù hợp vs giá tiền, giày đẹp hơn trong ảnh, chỉ có 1 vết dính mực đỏ ở đế giày , k ảnh hưởng gì cả, shop cập nhật thêm nhiều mẫu giày mới đi mình mua tiếp ",2.0
Sản phẩm đẹp chất lượng ok trong tầm giá giao hành nhanh so với dự kiến rất tốt nhé còn được tặng thêm đôi tất thank shop nhé !!! Cảm thấy cực kỳ hài lòng,2.0
Hàng đẹp giày chắc chắn rất là ok với sản phẩm đáng đồng tiền bát gạo Cảm thấy cực kỳ hài lòng,2.0
Sản phẩm quá chất lượng đẹp hơn cả trong hình. Lần đầu cảm thấy mãng nguyện và tin tưởng hàng tiki đến vậy!  ,2.0
"sản phẩm rất đẹp, chất lượng rất tốt, giá cũng phù hợp, nói chung là rất ok.  ",2.0
"Giao hàng khá nhanh , hàng đúng size , đẹp hơn trên hình luôn ạ . Em cho 5 sao :3  ",2.0
"Giày đẹp, ổn rất vừa túi tiền với giá tầm 200k  ",2.0
"Màu thì phải nói là xinh xỉu, mang rất êm chân, hộp đóng gói cũng đẹp nữa. ",2.0
. Tiki chưa bao giờ làm mình thất vọng về hàng hoá cũng như cách đóng gói. Giầy đẹp. Màu sắc tươi như hình. Đúng size. Đúng mẫu. Hộp nguyên vẹn k bóp méo. ,2.0
Mới order hôm trước hôm sau giao liền,2.0
Giày rất đẹp luôn ý. Mình làm kho ở tiki thấy chất lg hàng siêu chuẩn. Nên đặt mua 1 đôi. Mỗi tội giao hàng hơi lâu mất mấy ngày cơ ý  ,1.0
" Nhìn chung thì đôi giày nhìn khá style và phong cách. Giao vận trong khoảng 2 tiếng, khá nhanh lẹ. Đẹp, Chất Lượng",2.0
"Giày quá đẹp, phong cách nhìn rất mới lạ độc đáo!!! Quá chất!!!",2.0
"Form giày cảm giác hơi cứng, chắc đi thời gian mới quen chân. Cùng siZe với đôi xhunter mình mua nhưng thấy nhỏ hơn 1 chút. ",1.0
giao hàng cực nhanh trong 1 ngày mà đã nhận đc . giày bitis thì chất lượng khỏi bàn  ,2.0
"sao đôi hunter X mk đặt 41 đi vừa mà đôi này đặt 41 lại trật nhỉ, mà dịch vụ đổi trả của tiki tuyệt vời quá  ",2.0
sẩn phẩm cực kỳ tốt luôn hó 😍😘😍😘😍😘😍 ,2.0
